date,open,high,low,close,volume
2017-02-27,137.14,137.44,136.28,136.93,20257426
2017-02-28,137.08,137.44,136.7,136.99,23482860
2017-03-01,137.89,140.15,137.6,139.79,36414585
2017-03-02,140.0,140.28,138.76,138.96,26210984
2017-03-03,138.78,139.83,138.59,139.78,21571121
2017-03-06,139.37,139.77,138.6,139.34,21750044
2017-03-07,139.06,139.98,138.79,139.52,17446297
2017-03-08,138.95,139.8,138.82,139.0,18707236
2017-03-09,138.74,138.79,137.05,138.68,22155904
2017-03-10,139.25,139.36,138.64,139.14,19612801
2017-03-13,138.85,139.43,138.82,139.2,17421717
2017-03-14,139.3,139.65,138.84,138.99,15309065
2017-03-15,139.41,140.75,139.03,140.46,25691774
2017-03-16,140.72,141.02,140.26,140.69,19231998
2017-03-17,141.0,141.0,139.89,139.99,43884952
2017-03-20,140.4,141.5,140.23,141.46,21542038
2017-03-21,142.11,142.8,139.73,139.84,39529912
2017-03-22,139.85,141.6,139.76,141.42,25860165
2017-03-23,141.26,141.58,140.61,140.92,20346301
2017-03-24,141.5,141.74,140.35,140.64,22395563
2017-03-27,139.39,141.22,138.62,140.88,23575094
2017-03-28,140.91,144.04,140.62,143.8,33374805
2017-03-29,143.68,144.49,143.19,144.12,29189955
2017-03-30,144.19,144.5,143.5,143.93,21207252
2017-03-31,143.72,144.27,143.01,143.66,19661651
2017-04-03,143.71,144.12,143.05,143.7,19985714
2017-04-04,143.25,144.89,143.17,144.77,19891354
2017-04-05,144.22,145.46,143.81,144.02,27717854
2017-04-06,144.29,144.52,143.45,143.66,21149034
2017-04-07,143.73,144.18,143.27,143.34,16672198
2017-04-10,143.6,143.88,142.9,143.17,18933397
2017-04-11,142.94,143.35,140.06,141.63,30379376
2017-04-12,141.6,142.15,141.01,141.8,20350000
2017-04-13,141.91,142.38,141.05,141.05,17822880
2017-04-17,141.48,141.88,140.87,141.83,16582094
2017-04-18,141.41,142.04,141.11,141.2,14697544
2017-04-19,141.88,142.0,140.45,140.68,17328375
2017-04-20,141.22,142.92,141.16,142.44,23319562
2017-04-21,142.44,142.68,141.85,142.27,17320928
2017-04-24,143.5,143.95,143.18,143.64,17134333
2017-04-25,143.91,144.9,143.87,144.53,18871501
2017-04-26,144.47,144.6,143.38,143.68,20041241
2017-04-27,143.92,144.16,143.31,143.79,14246347
2017-04-28,144.09,144.3,143.27,143.65,20860358
2017-05-01,145.1,147.2,144.96,146.58,33602943
2017-05-02,147.54,148.09,146.84,147.51,45352194
2017-05-03,145.59,147.49,144.27,147.06,45697034
2017-05-04,146.52,147.14,145.81,146.53,23371872
2017-05-05,146.76,148.98,146.76,148.96,27327725
2017-05-08,149.03,153.7,149.03,153.01,48752413
2017-05-09,153.87,154.88,153.45,153.99,39130363
2017-05-10,153.63,153.94,152.11,153.26,25805692
2017-05-11,152.45,154.07,152.31,153.95,27255058
2017-05-12,154.7,156.42,154.67,156.1,32527017
2017-05-15,156.01,156.65,155.05,155.7,26009719
2017-05-16,155.94,156.06,154.72,155.47,20048478
2017-05-17,153.6,154.57,149.71,150.25,50767678
2017-05-18,151.27,153.34,151.13,152.54,33568215
2017-05-19,153.38,153.98,152.63,153.06,26960788
2017-05-22,154.0,154.58,152.91,153.99,22966437
2017-05-23,154.9,154.9,153.31,153.8,19918871
2017-05-24,153.84,154.17,152.67,153.34,19219154
2017-05-25,153.73,154.35,153.03,153.87,19235598
2017-05-26,154.0,154.24,153.31,153.61,21927637
2017-05-30,153.42,154.43,153.33,153.67,20126851
2017-05-31,153.97,154.17,152.38,152.76,24451164
2017-06-01,153.17,153.33,152.22,153.18,16404088
2017-06-02,153.58,155.45,152.89,155.45,27770715
2017-06-05,154.34,154.45,153.46,153.93,25331662
2017-06-06,153.9,155.81,153.78,154.45,26624926
2017-06-07,155.02,155.98,154.48,155.37,21069647
2017-06-08,155.25,155.54,154.4,154.99,21250798
2017-06-09,155.19,155.19,146.02,148.98,64882657
2017-06-12,145.74,146.09,142.51,145.42,72307330
2017-06-13,147.16,147.45,145.15,146.59,34165445
2017-06-14,147.5,147.5,143.84,145.16,31531232
2017-06-15,143.32,144.48,142.21,144.29,32165373
2017-06-16,143.78,144.5,142.2,142.27,50361093
2017-06-19,143.66,146.74,143.66,146.34,32541404
2017-06-20,146.87,146.87,144.94,145.01,24900073
2017-06-21,145.52,146.07,144.61,145.87,21265751
2017-06-22,145.77,146.7,145.12,145.63,19106294
2017-06-23,145.13,147.16,145.11,146.28,35439389
2017-06-26,147.17,148.28,145.38,145.82,25692361
2017-06-27,145.01,146.16,143.62,143.73,24761891
2017-06-28,144.49,146.11,143.16,145.83,22082432
2017-06-29,144.71,145.13,142.28,143.68,31499368
2017-06-30,144.45,144.96,143.78,144.02,23024107
2017-07-03,144.88,145.3,143.1,143.5,14277848
2017-07-05,143.69,144.79,142.72,144.09,21569557
2017-07-06,143.02,143.5,142.41,142.73,24128782
2017-07-07,142.9,144.75,142.9,144.18,19201712
2017-07-10,144.11,145.95,143.37,145.06,21090636
2017-07-11,144.73,145.85,144.38,145.53,19781836
2017-07-12,145.87,146.18,144.82,145.74,24884478
2017-07-13,145.5,148.49,145.44,147.77,25199373
2017-07-14,147.97,149.33,147.33,149.04,20132061
2017-07-17,148.82,150.9,148.57,149.56,23793456
2017-07-18,149.2,150.13,148.67,150.08,17868792
2017-07-19,150.48,151.42,149.95,151.02,20922969
2017-07-20,151.5,151.74,150.19,150.34,17243748
2017-07-21,149.99,150.44,148.88,150.27,26252630
2017-07-24,150.58,152.44,149.9,152.09,21493160
2017-07-25,151.8,153.84,151.8,152.74,18853932
2017-07-26,153.35,153.93,153.06,153.46,15780951
2017-07-27,153.75,153.99,147.3,150.56,32476337
2017-07-28,149.89,150.23,149.19,149.5,17213653
2017-07-31,149.9,150.33,148.13,148.73,19845920
2017-08-01,149.1,150.22,148.41,150.05,35368645
2017-08-02,159.28,159.75,156.16,157.14,69936800
2017-08-03,157.05,157.21,155.02,155.57,27097296
2017-08-04,156.07,157.4,155.69,156.39,20559852
2017-08-07,157.06,158.92,156.67,158.81,21870321
2017-08-08,158.6,161.83,158.27,160.08,36205896
2017-08-09,159.26,161.27,159.11,161.06,26131530
2017-08-10,159.9,160.0,154.63,155.32,40804273
2017-08-11,156.6,158.57,156.07,157.48,26257096
2017-08-14,159.32,160.21,158.75,159.85,22122734
2017-08-15,160.66,162.2,160.14,161.6,29465487
2017-08-16,161.94,162.51,160.15,160.95,27671612
2017-08-17,160.52,160.71,157.84,157.86,27940565
2017-08-18,157.86,159.5,156.72,157.5,27428069
2017-08-21,157.5,157.89,155.11,157.21,26368528
2017-08-22,158.23,160.0,158.02,159.78,21604585
2017-08-23,159.07,160.47,158.88,159.98,19399081
2017-08-24,160.43,160.74,158.55,159.27,19818918
2017-08-25,159.65,160.56,159.27,159.86,25480063
2017-08-28,160.14,162.0,159.93,161.47,25965972
2017-08-29,160.1,163.12,160.0,162.91,29516910
2017-08-30,163.8,163.89,162.61,163.35,27269584
2017-08-31,163.64,164.52,163.48,164.0,26785096
2017-09-01,164.8,164.94,163.63,164.05,16591051
2017-09-05,163.75,164.25,160.56,162.08,29536314
2017-09-06,162.71,162.99,160.52,161.91,21651726
2017-09-07,162.09,162.24,160.36,161.26,21928502
2017-09-08,160.86,161.15,158.53,158.63,28611535
2017-09-11,160.5,162.05,159.89,161.5,31580798
2017-09-12,162.61,163.96,158.77,160.86,71714046
2017-09-13,159.87,159.96,157.91,159.65,44907361
2017-09-14,158.99,159.4,158.09,158.28,23760749
2017-09-15,158.47,160.97,158.0,159.88,49114602
2017-09-18,160.11,160.5,158.0,158.67,28269435
2017-09-19,159.51,159.77,158.44,158.73,20810632
2017-09-20,157.9,158.26,153.83,156.07,52951364
2017-09-21,155.8,155.8,152.75,153.39,37511661
2017-09-22,152.02,152.27,150.56,151.89,46645443
2017-09-25,149.99,151.83,149.16,150.55,44387336
2017-09-26,151.78,153.92,151.69,153.14,36660045
2017-09-27,153.8,154.72,153.54,154.23,25504227
2017-09-28,153.89,154.28,152.7,153.28,22005455
2017-09-29,153.21,154.13,152.0,154.12,26299810
2017-10-02,154.26,154.45,152.72,153.81,18698842
2017-10-03,154.01,155.09,153.91,154.48,16230293
2017-10-04,153.63,153.86,152.46,153.48,20163750
2017-10-05,154.18,155.44,154.05,155.39,21283769
2017-10-06,154.97,155.49,154.56,155.3,17407558
2017-10-09,155.81,156.73,155.49,155.84,16262923
2017-10-10,156.06,158.0,155.1,155.9,15617014
2017-10-11,155.97,156.98,155.75,156.55,16905640
2017-10-12,156.35,157.37,155.73,156.0,16125054
2017-10-13,156.73,157.28,156.41,156.99,16394188
2017-10-16,157.9,160.0,157.65,159.88,24121452
2017-10-17,159.78,160.87,159.23,160.47,18997275
2017-10-18,160.42,160.71,159.6,159.76,16374164
2017-10-19,156.75,157.08,155.02,155.98,42584166
2017-10-20,156.61,157.75,155.96,156.25,23974146
2017-10-23,156.89,157.69,155.5,156.17,21984327
2017-10-24,156.29,157.42,156.2,157.1,17757230
2017-10-25,156.91,157.55,155.27,156.41,21207098
2017-10-26,157.23,157.83,156.78,157.41,17000469
2017-10-27,159.29,163.6,158.7,163.05,44454160
2017-10-30,163.89,168.07,163.72,166.72,44700772
2017-10-31,167.9,169.65,166.94,169.04,36046828
2017-11-01,169.87,169.94,165.61,166.89,33637762
2017-11-02,167.64,168.5,165.28,168.11,41393373
2017-11-03,174.0,174.26,171.12,172.5,59398631
2017-11-06,172.37,174.99,171.72,174.25,35026306
2017-11-07,173.91,175.25,173.6,174.81,24361485
2017-11-08,174.66,176.24,174.33,176.24,24409527
2017-11-09,175.11,176.1,173.14,175.88,29482596
2017-11-10,175.11,175.38,174.27,174.67,25145500
2017-11-13,173.5,174.5,173.4,173.97,16982080
2017-11-14,173.04,173.48,171.18,171.34,24782487
2017-11-15,169.97,170.32,168.38,169.08,29158070
2017-11-16,171.18,171.87,170.3,171.1,23637484
2017-11-17,171.04,171.39,169.64,170.15,21899544
2017-11-20,170.29,170.56,169.56,169.98,16262447
2017-11-21,170.78,173.7,170.78,173.14,25131295
2017-11-22,173.36,175.0,173.05,174.96,25588925
2017-11-24,175.1,175.5,174.65,174.97,14026673
2017-11-27,175.05,175.08,173.34,174.09,20716802
2017-11-28,174.3,174.87,171.86,173.07,26428802
2017-11-29,172.63,172.92,167.16,169.48,41666364
2017-11-30,170.43,172.14,168.44,171.85,41527218
2017-12-01,169.95,171.67,168.5,171.05,39759288
2017-12-04,172.48,172.62,169.63,169.8,32542385
2017-12-05,169.06,171.52,168.4,169.64,27350154
2017-12-06,167.5,170.21,166.46,169.01,28560000
2017-12-07,169.03,170.44,168.91,169.32,25673308
2017-12-08,170.49,171.0,168.82,169.37,23355231
2017-12-11,169.2,172.89,168.79,172.67,35273759
2017-12-12,172.15,172.39,171.46,171.7,19409230
2017-12-13,172.5,173.54,172.0,172.27,23818447
2017-12-14,172.4,173.13,171.65,172.22,20476541
2017-12-15,173.63,174.17,172.46,173.97,40169307
2017-12-18,174.88,177.2,174.86,176.42,29421114
2017-12-19,175.03,175.39,174.09,174.54,27436447
2017-12-20,174.87,175.42,173.25,174.35,23475649
2017-12-21,174.17,176.02,174.1,175.01,20949896
2017-12-22,174.68,175.42,174.5,175.01,16349444
2017-12-26,170.8,171.47,169.68,170.57,33185536
2017-12-27,170.1,170.78,169.71,170.6,21498213
2017-12-28,171.0,171.85,170.48,171.08,16480187
2017-12-29,170.52,170.59,169.22,169.23,25999922
2018-01-02,170.16,172.3,169.26,172.26,25555934
2018-01-03,172.53,174.55,171.96,172.23,29517899
2018-01-04,172.54,173.47,172.08,173.03,22434597
2018-01-05,173.44,175.37,173.05,175.0,23660018
2018-01-08,174.35,175.61,173.93,174.35,20567766
2018-01-09,174.55,175.06,173.41,174.33,21583997
2018-01-10,173.16,174.3,173.0,174.29,23959895
2018-01-11,174.59,175.49,174.49,175.28,18667729
2018-01-12,176.18,177.36,175.65,177.09,25418080
2018-01-16,177.9,179.39,176.14,176.19,29565947
2018-01-17,176.15,179.25,175.07,179.1,34386836
2018-01-18,179.37,180.1,178.25,179.26,31193352
2018-01-19,178.61,179.58,177.41,178.46,32425067
2018-01-22,177.3,177.78,176.6,177.0,27108551
2018-01-23,177.3,179.44,176.82,177.04,32689146
2018-01-24,177.25,177.3,173.2,174.22,51105090
2018-01-25,174.51,174.95,170.53,171.11,41529004
2018-01-26,172.0,172.0,170.06,171.51,39143011
2018-01-29,170.16,170.16,167.07,167.96,50640406
2018-01-30,165.53,167.37,164.7,166.97,46048185
2018-01-31,166.87,168.44,166.5,167.43,32478930
2018-02-01,167.17,168.62,166.76,167.78,47230787
2018-02-02,166.0,166.8,160.1,160.5,86593825
2018-02-05,159.1,163.88,156.0,156.49,72738522
2018-02-06,154.83,163.72,154.0,163.03,68243838
2018-02-07,163.09,163.4,159.07,159.54,51608580
2018-02-08,160.29,161.0,155.03,155.15,54390516
2018-02-09,157.07,157.89,150.24,156.41,70672608
2018-02-12,158.5,163.89,157.51,162.71,60819539
2018-02-13,161.95,164.75,161.65,164.34,32549163
2018-02-14,163.04,167.54,162.88,167.37,40644933
2018-02-15,169.79,173.09,169.0,172.99,51147171
2018-02-16,172.36,174.82,171.77,172.43,40176091
2018-02-20,172.05,174.26,171.42,171.85,33930540
2018-02-21,172.83,174.12,171.01,171.07,37471623
2018-02-22,171.8,173.95,171.71,172.5,30991940
2018-02-23,173.67,175.65,173.54,175.5,33812360
2018-02-26,176.35,179.39,176.21,178.97,38162174
2018-02-27,179.1,180.48,178.16,178.39,38928125
2018-02-28,179.26,180.62,178.05,178.12,37782138
2018-03-01,178.54,179.78,172.66,175.0,48801970
2018-03-02,172.8,176.3,172.45,176.21,38453950
2018-03-05,175.21,177.74,174.52,176.82,28401366
2018-03-06,177.91,178.25,176.13,176.67,23788506
2018-03-07,174.94,175.85,174.27,175.03,31703462
2018-03-08,175.48,177.12,175.07,176.94,23774107
2018-03-09,177.96,180.0,177.39,179.98,32185162
2018-03-12,180.29,182.39,180.21,181.72,32207081
2018-03-13,182.59,183.5,179.24,179.97,31693529
2018-03-14,180.32,180.52,177.81,178.44,29368356
2018-03-15,178.5,180.24,178.07,178.65,22743798
2018-03-16,178.65,179.12,177.62,178.02,39404688
2018-03-19,177.32,177.47,173.66,175.3,33446771
2018-03-20,175.24,176.8,174.94,175.24,19649350
2018-03-21,175.04,175.09,171.26,171.27,37054935
2018-03-22,170.0,172.68,168.6,168.85,41490767
2018-03-23,168.39,169.92,164.94,164.94,41028784
2018-03-26,168.07,173.1,166.44,172.77,37541236
2018-03-27,173.68,175.15,166.92,168.34,40922579
2018-03-28,167.25,170.02,165.19,166.48,41668545
2018-03-29,167.81,171.75,166.9,167.78,38398505
2018-04-02,167.88,168.94,164.47,166.68,37586791
2018-04-03,167.64,168.75,164.88,168.39,30278046
2018-04-04,164.88,172.01,164.77,171.61,34605489
2018-04-05,172.58,174.23,172.08,172.8,26933197
2018-04-06,170.97,172.48,168.2,168.38,35005290
2018-04-09,169.88,173.09,169.85,170.05,29017718
2018-04-10,173.0,174.0,171.53,173.25,28614241
2018-04-11,172.23,173.92,171.7,172.44,22431640
2018-04-12,173.41,175.0,173.04,174.14,22889285
2018-04-13,174.78,175.84,173.85,174.73,25124255
2018-04-16,175.03,176.19,174.83,175.82,21578420
2018-04-17,176.49,178.94,176.41,178.24,26605442
2018-04-18,177.81,178.82,176.88,177.84,20754538
2018-04-19,174.95,175.39,172.66,172.8,34808800
2018-04-20,170.6,171.22,165.43,165.72,65491140
2018-04-23,166.84,166.92,164.09,165.24,36515477
2018-04-24,165.67,166.33,161.22,162.94,33692017
2018-04-25,162.62,165.42,162.41,163.65,28382084
2018-04-26,164.12,165.73,163.37,164.22,27963014
2018-04-27,164.0,164.33,160.63,162.32,35655839
2018-04-30,162.13,167.26,161.84,165.26,42427424
2018-05-01,166.41,169.2,165.27,169.1,53569376
2018-05-02,175.23,177.75,173.8,176.57,66539371
2018-05-03,175.88,177.5,174.44,176.89,34068180
2018-05-04,178.25,184.25,178.17,183.83,56201317
2018-05-07,185.18,187.67,184.75,185.16,42451423
2018-05-08,184.99,186.22,183.67,186.05,28402777
2018-05-09,186.55,187.4,185.22,187.36,23211241
2018-05-10,187.74,190.37,187.65,190.04,27989289
2018-05-11,189.49,190.06,187.45,188.59,26212221
2018-05-14,189.01,189.53,187.86,188.15,20778772
2018-05-15,186.78,187.07,185.1,186.44,23695159
2018-05-16,186.07,188.46,186.0,188.18,19183064
2018-05-17,188.0,188.91,186.36,186.99,17294029
2018-05-18,187.19,187.81,186.13,186.31,18297728
2018-05-21,188.0,189.27,186.91,187.63,18400787
2018-05-22,188.38,188.88,186.78,187.16,15240704
2018-05-23,186.35,188.5,185.76,188.36,20058415
2018-05-24,188.77,188.84,186.21,188.15,23233975
2018-05-25,188.23,189.65,187.65,188.58,17460963
2018-05-29,187.6,188.75,186.87,187.9,22514075
2018-05-30,187.72,188.0,186.78,187.5,18690547
2018-05-31,187.22,188.23,186.14,186.87,27482793
2018-06-01,187.99,190.26,187.75,190.24,23442510
2018-06-04,191.64,193.42,191.35,191.83,26266174
2018-06-05,193.07,193.94,192.36,193.31,21565963
2018-06-06,193.63,194.08,191.92,193.98,20933619
2018-06-07,194.14,194.2,192.34,193.46,21347180
2018-06-08,191.17,192.0,189.77,191.7,26656799
2018-06-11,191.35,191.97,190.21,191.23,18308460
2018-06-12,191.39,192.61,191.15,192.28,16911141
2018-06-13,192.42,192.88,190.44,190.7,21638393
2018-06-14,191.55,191.57,190.22,190.8,21610074
2018-06-15,190.03,190.16,188.26,188.84,61719160
2018-06-18,187.88,189.22,187.2,188.74,18484865
2018-06-19,185.14,186.33,183.45,185.69,33578455
2018-06-20,186.35,187.2,185.73,186.5,20628701
2018-06-21,187.25,188.35,184.94,185.46,25711898
2018-06-22,186.12,186.15,184.7,184.92,27200447
2018-06-25,183.4,184.92,180.73,182.17,31663096
2018-06-26,182.99,186.53,182.54,184.43,24569201
2018-06-27,185.23,187.28,184.03,184.16,25285328
2018-06-28,184.1,186.21,183.8,185.5,17365235
2018-06-29,186.29,187.19,182.91,185.11,22737666
2018-07-02,183.82,187.3,183.42,187.18,17731343
2018-07-03,187.79,187.95,183.54,183.92,13954806
2018-07-05,185.26,186.41,184.28,185.4,16604248
2018-07-06,185.42,188.43,185.2,187.97,17485245
2018-07-09,189.5,190.68,189.3,190.58,19756634
2018-07-10,190.71,191.28,190.18,190.35,15939149
2018-07-11,188.5,189.78,187.61,187.88,18831470
2018-07-12,189.53,191.41,189.31,191.03,18041131
2018-07-13,191.08,191.84,190.9,191.33,12519792
2018-07-16,191.52,192.65,190.42,190.91,15043110
2018-07-17,189.75,191.87,189.2,191.45,15534523
2018-07-18,191.78,191.8,189.93,190.4,16393381
2018-07-19,189.69,192.55,189.69,191.88,20286752
2018-07-20,191.78,192.43,190.17,191.44,20706042
2018-07-23,190.68,191.96,189.56,191.61,15989365
2018-07-24,192.45,193.66,192.05,193.0,18697898
2018-07-25,193.06,194.85,192.43,194.82,16826483
2018-07-26,194.61,195.96,193.61,194.21,19075964
2018-07-27,194.99,195.19,190.1,190.98,24023972
2018-07-30,191.9,192.2,189.07,189.91,21029535
2018-07-31,190.3,192.14,189.34,190.29,39373038
2018-08-01,199.13,201.76,197.31,201.5,67935716
2018-08-02,200.58,208.38,200.35,207.39,62404012
2018-08-03,207.03,208.74,205.48,207.99,33447396
2018-08-06,208.0,209.25,207.07,209.07,25425387
2018-08-07,209.32,209.5,206.76,207.11,25587387
2018-08-08,206.05,207.81,204.52,207.25,22525487
2018-08-09,207.28,209.78,207.2,208.88,23492626
2018-08-10,207.36,209.1,206.67,207.53,24611202
2018-08-13,207.7,210.95,207.7,208.87,25890880
2018-08-14,210.16,210.56,208.26,209.75,20748010
2018-08-15,209.22,210.74,208.33,210.24,28807564
2018-08-16,211.75,213.81,211.47,213.32,28500367
2018-08-17,213.44,217.95,213.16,217.58,35426997
2018-08-20,218.1,219.18,215.11,215.46,30287695
2018-08-21,216.8,217.19,214.03,215.04,26159755
2018-08-22,214.1,216.36,213.84,215.05,19018131
2018-08-23,214.65,217.05,214.6,215.49,18883224
2018-08-24,216.6,216.9,215.11,216.16,18476356
2018-08-27,217.15,218.74,216.33,217.94,20525117
2018-08-28,219.01,220.54,218.92,219.7,22776766
2018-08-29,220.15,223.49,219.41,222.98,27254804
2018-08-30,223.25,228.26,222.4,225.03,48793824
2018-08-31,226.51,228.87,226.0,227.63,43340134
2018-09-04,228.41,229.18,226.63,228.36,27390132
2018-09-05,228.99,229.67,225.1,226.87,33332960
2018-09-06,226.23,227.35,221.3,223.1,34289976
2018-09-07,221.85,225.37,220.71,221.3,37619810
2018-09-10,220.95,221.85,216.47,218.33,39516453
2018-09-11,218.01,224.3,216.56,223.85,35749049
2018-09-12,224.94,225.0,219.84,221.07,49278740
2018-09-13,223.52,228.35,222.57,226.41,41706377
2018-09-14,225.75,226.84,222.52,223.84,31999289
2018-09-17,222.15,222.95,217.27,217.88,37195133
2018-09-18,217.79,221.85,217.12,218.24,31571712
2018-09-19,218.5,219.62,215.3,218.37,27123833
2018-09-20,220.24,222.28,219.15,220.03,26608794
2018-09-21,220.78,221.36,217.29,217.66,96246748
2018-09-24,216.82,221.26,216.63,220.79,27693358
2018-09-25,219.75,222.82,219.7,222.19,24554379
2018-09-26,221.0,223.75,219.76,220.42,23984706
2018-09-27,223.82,226.44,223.54,224.95,30181227
2018-09-28,224.79,225.84,224.02,225.74,22929364
2018-10-01,227.95,229.42,226.35,227.26,23600802
2018-10-02,227.25,230.0,226.63,229.28,24788170
2018-10-03,230.05,233.47,229.78,232.07,28654799
2018-10-04,230.78,232.35,226.73,227.99,32042000
2018-10-05,227.96,228.41,220.58,224.29,33580463
2018-10-08,222.21,224.8,220.2,223.77,29663923
2018-10-09,223.64,227.27,222.25,226.87,26891029
2018-10-10,225.46,226.35,216.05,216.36,41990554
2018-10-11,214.52,219.5,212.32,214.45,53124392
2018-10-12,220.42,222.88,216.84,222.11,40337851
2018-10-15,221.16,221.83,217.27,217.36,30791007
2018-10-16,218.93,222.99,216.76,222.15,29183963
2018-10-17,222.3,222.64,219.34,221.19,22885397
2018-10-18,217.86,219.74,213.0,216.02,32581315
2018-10-19,218.06,221.26,217.43,219.31,33078726
